Key,Tranditional Chinese [zh-TC]
adventure_achievement_nightshroud_1,這是？臨死信息！,,,,,,,,,,,,,,,
adventure_achievement_nightshroud_1_desc,朧夜客使用30次附帶消滅效果的技能,,,,,,,,,,,,,,,
adventure_achievement_nightshroud_2,我與死亡同行,,,,,,,,,,,,,,,
adventure_achievement_nightshroud_2_desc,朧夜客消耗40次暗元素,,,,,,,,,,,,,,,
adventure_achievement_nightshroud_3,鬼死了我都不會死！,,,,,,,,,,,,,,,
adventure_achievement_nightshroud_3_desc,朧夜客讓自己進入隱身狀態20次,,,,,,,,,,,,,,,
adventure_achievement_plagueherald_1,如蟲豸般凋亡,,,,,,,,,,,,,,,
adventure_achievement_plagueherald_1_desc,瘟疫使者殺死25個中毒的敵人,,,,,,,,,,,,,,,
adventure_achievement_plagueherald_2,你耳朵裡有個跳蚤,,,,,,,,,,,,,,,
adventure_achievement_plagueherald_2_desc,瘟疫使者使用20次詛咒技能,,,,,,,,,,,,,,,
adventure_achievement_plagueherald_3,超級傳播者,,,,,,,,,,,,,,,
adventure_achievement_plagueherald_3_desc,瘟疫使者使用30次範圍攻擊,,,,,,,,,,,,,,,
adventure_achievement_quartermaster_1,採集者,,,,,,,,,,,,,,,
adventure_achievement_quartermaster_1_desc,軍需官拾取10個寶箱,,,,,,,,,,,,,,,
adventure_achievement_quartermaster_2,囤積者,,,,,,,,,,,,,,,
adventure_achievement_quartermaster_2_desc,軍需官在每個槽位都擁有一個道具,,,,,,,,,,,,,,,
adventure_achievement_quartermaster_3,技術兵,,,,,,,,,,,,,,,
adventure_achievement_quartermaster_3_desc,軍需官使用30次道具,,,,,,,,,,,,,,,
adventure_achievement_sawbones_1,不想死就跟上我！,,,,,,,,,,,,,,,
adventure_achievement_sawbones_1_desc,鋸骨醫者在沒有盟友筋疲力盡的情況下贏得10場劇本,,,,,,,,,,,,,,,
adventure_achievement_sawbones_2,乾淨的健康帳單,,,,,,,,,,,,,,,
adventure_achievement_sawbones_2_desc,鋸骨醫者在不曾讓生命值降到50%以下的情況下贏得10場劇本,,,,,,,,,,,,,,,
adventure_achievement_sawbones_3,開刀,,,,,,,,,,,,,,,
adventure_achievement_sawbones_3_desc,鋸骨醫者治療200點生命值,,,,,,,,,,,,,,,
adventure_achievement_scoundrel_1,寶藏獵人,,,,,,,,,,,,,,,
adventure_achievement_scoundrel_1_desc,凶徒使用30次拾取技能,,,,,,,,,,,,,,,
adventure_achievement_scoundrel_2,突襲,,,,,,,,,,,,,,,
adventure_achievement_scoundrel_2_desc,凶徒移動120個格子,,,,,,,,,,,,,,,
adventure_achievement_scoundrel_3,痛苦女王,,,,,,,,,,,,,,,
adventure_achievement_scoundrel_3_desc,凶徒使用攻擊行動造成99點傷害,,,,,,,,,,,,,,,
adventure_achievement_soothsinger_1,流行作曲家,,,,,,,,,,,,,,,
adventure_achievement_soothsinger_1_desc,暢歌者使用30次戰歌技能,,,,,,,,,,,,,,,
adventure_achievement_soothsinger_2,狂放詩人,,,,,,,,,,,,,,,
adventure_achievement_soothsinger_2_desc,暢歌者增強，祝福或治療盟友40次,,,,,,,,,,,,,,,
adventure_achievement_soothsinger_3,彪低音,,,,,,,,,,,,,,,
adventure_achievement_soothsinger_3_desc,暢歌者詛咒敵人25次,,,,,,,,,,,,,,,
adventure_achievement_spellweaver_1,充滿能量，活力無限,,,,,,,,,,,,,,,
adventure_achievement_spellweaver_1_desc,織魔師充能100個元素,,,,,,,,,,,,,,,
adventure_achievement_spellweaver_2,玻璃大炮,,,,,,,,,,,,,,,
adventure_achievement_spellweaver_2_desc,織魔師使用遠距攻擊殺死20個敵人,,,,,,,,,,,,,,,
adventure_achievement_spellweaver_3,復蘇的行維族,,,,,,,,,,,,,,,
adventure_achievement_spellweaver_3_desc,織魔師使用30次回收焚燒卡牌的技能,,,,,,,,,,,,,,,
adventure_achievement_summoner_1,肉盾,,,,,,,,,,,,,,,
adventure_achievement_summoner_1_desc,召喚師的召喚物受到40點傷害,,,,,,,,,,,,,,,
adventure_achievement_summoner_2,催眠師,,,,,,,,,,,,,,,
adventure_achievement_summoner_2_desc,召喚師使用30次操控技能,,,,,,,,,,,,,,,
adventure_achievement_summoner_3,杜立德醫生,,,,,,,,,,,,,,,
adventure_achievement_summoner_3_desc,召喚師增強30次召喚物夥伴,,,,,,,,,,,,,,,
adventure_achievement_sunkeeper_1,引路明燈,,,,,,,,,,,,,,,
adventure_achievement_sunkeeper_1_desc,執日士抽取x2修正卡並命中40次,,,,,,,,,,,,,,,
adventure_achievement_sunkeeper_2,光明觸摸,,,,,,,,,,,,,,,
adventure_achievement_sunkeeper_2_desc,執日士治療150點生命,,,,,,,,,,,,,,,
adventure_achievement_sunkeeper_3,陽光普照,,,,,,,,,,,,,,,
adventure_achievement_sunkeeper_3_desc,執日士消耗40次光元素,,,,,,,,,,,,,,,
adventure_achievement_tinkerer_1,神秘博士？,,,,,,,,,,,,,,,
adventure_achievement_tinkerer_1_desc,機匠治療盟友50次,,,,,,,,,,,,,,,
adventure_achievement_tinkerer_2,修理時刻,,,,,,,,,,,,,,,
adventure_achievement_tinkerer_2_desc,機匠使用30次造成負面狀態的技能,,,,,,,,,,,,,,,
adventure_achievement_tinkerer_3,亡者歸來,,,,,,,,,,,,,,,
adventure_achievement_tinkerer_3_desc,機匠使用20次回收焚燒卡牌或回收棄牌堆卡牌的技能,,,,,,,,,,,,,,,
affect_alladjacentallies,作用於所有相鄰的友軍,,,,,,,,,,,,,,,
affect_alladjacentsummonedallies,作用於所有相鄰的召喚物夥伴,,,,,,,,,,,,,,,
affect_allallies,作用于所有友軍,,,,,,,,,,,,,,,
affect_allalliesmovedthrough,作用於所有移動經過的友軍,,,,,,,,,,,,,,,
affect_allallieswithin,作用於以下範圍內的友軍：,,,,,,,,,,,,,,,
affect_allsummonedallies,作用於所有召喚物夥伴,,,,,,,,,,,,,,,
affect_anyoneally,作用于任意單個友軍,,,,,,,,,,,,,,,
affect_oneadjacentally,作用於單個相鄰的友軍,,,,,,,,,,,,,,,
affect_oneallywithinrange3,作用於以下範圍內的單個友軍： <nobr>射程<sprite name=Range> 3</nobr>,,,,,,,,,,,,,,,
affect_selfandalladjacentallies,作用於自身和所有相鄰的友軍,,,,,,,,,,,,,,,
affect_selfandallallies,作用於自身和所有友軍,,,,,,,,,,,,,,,
affect_selfandallalliesinrange2,作用於自身和以下範圍內的所有友軍：<nobr>射程<sprite name=Range> 2</nobr>,,,,,,,,,,,,,,,
affect_selfandallsummonedallies,作用於自身和所有召喚物夥伴,,,,,,,,,,,,,,,
allconditions,所有狀態,,,,,,,,,,,,,,,
allenemies2damage,所有敵人遭受2點傷害。,,,,,,,,,,,,,,,
amberhill,琥珀嶺村,,,,,,,,,,,,,,,
amberhill_descr,琥珀嶺村位於魔門鎮和奇波特港的路線中間。 它是一個中等規模的農業社區，向兩邊的城鎮供應糧食和蔬菜。,,,,,,,,,,,,,,,
ancientartillery,古炮怪,,,,,,,,,,,,,,,
ancientartilleryelite,古炮怪精英,,,,,,,,,,,,,,,
and,和,,,,,,,,,,,,,,,
anisotropic_filtering_disable,禁用,,,,,,,,,,,,,,,
anisotropic_filtering_enable,啟用,,,,,,,,,,,,,,,
anisotropic_filtering_forceenable,強制啟用,,,,,,,,,,,,,,,
antialiasing_render_disabled,禁用,,,,,,,,,,,,,,,
antialiasing_render_dlaa,DLAA,,,,,,,,,,,,,,,
antialiasing_render_fxaa,FXAA,,,,,,,,,,,,,,,
antialiasing_render_fxaa1presetb,FXAA1預設B,,,,,,,,,,,,,,,
antialiasing_render_nfaa,NFAA,,,,,,,,,,,,,,,
antialiasing_render_smaa,SMAA,,,,,,,,,,,,,,,
antialiasing_render_ssaa,SSAA,,,,,,,,,,,,,,,
antialiasing_render_taa,TAA,,,,,,,,,,,,,,,
arcanegolem,秘法魔像,,,,,,,,,,,,,,,
ashenswordbarrow,阿什斯伍德之墓,,,,,,,,,,,,,,,
atendofturn,在輪次的結束,,,,,,,,,,,,,,,
attack,攻擊,,,,,,,,,,,,,,,
attack_area,攻擊範圍,,,,,,,,,,,,,,,
attackersgaindisadvantage,攻擊者們陷入劣勢攻擊,,,,,,,,,,,,,,,
attacksapply,攻擊中附加,,,,,,,,,,,,,,,
attacksinfuse,在攻擊中元素充能,,,,,,,,,,,,,,,
augment,角色特效賦能,,,,,,,,,,,,,,,
augment_discardreminder,當你的另一張<nobr><color=#A7B3D2>角色特效賦能</color><sprite name=Augment></nobr>被打出，棄置這張卡。,,,,,,,,,,,,,,,
augment_onyourmeleeattacks,你的近戰攻擊：,,,,,,,,,,,,,,,
aura,光環,,,,,,,,,,,,,,,
banditarcher,強盜弓箭手,,,,,,,,,,,,,,,
banditarcherelite,強盜弓箭手精英,,,,,,,,,,,,,,,
banditcommander,強盜指揮官,,,,,,,,,,,,,,,
banditguard,強盜守衛,,,,,,,,,,,,,,,
banditguardelite,強盜守衛精英,,,,,,,,,,,,,,,
battleboar,豪豬,,,,,,,,,,,,,,,
battlebot,戰鬥機器,,,,,,,,,,,,,,,
battlegoal_agressor,侵略者,,,,,,,,,,,,,,,
battlegoal_agressor_desc,在當前劇本中的每一回合開始時場上都有怪物存活。,,,,,,,,,,,,,,,
battlegoal_diehard,堅若磐石,,,,,,,,,,,,,,,
battlegoal_diehard_desc,在當前劇本中，永遠讓生命值高於最大生命值的一半（向上取整）。,,,,,,,,,,,,,,,
battlegoal_dynamo,螳臂擋車,,,,,,,,,,,,,,,
battlegoal_dynamo_desc,以至少超額4點的傷害量消滅一個敵人,,,,,,,,,,,,,,,
battlegoal_executioner,處決者,,,,,,,,,,,,,,,
battlegoal_executioner_desc,在當前劇本中以單次攻擊消滅一個未受過傷害的怪物。,,,,,,,,,,,,,,,
battlegoal_explorer,探險者,,,,,,,,,,,,,,,
battlegoal_explorer_desc,在當前劇本中開啟一扇門。,,,,,,,,,,,,,,,
battlegoal_fasthealer,體格強健,,,,,,,,,,,,,,,
battlegoal_fasthealer_desc,在當前劇本結束時處於滿血狀態。,,,,,,,,,,,,,,,
battlegoal_hoarder,囤積者,,,,,,,,,,,,,,,
battlegoal_hoarder_desc,在當前劇本中拾取5個以上的金幣堆。,,,,,,,,,,,,,,,
battlegoal_hunter,精英獵手,,,,,,,,,,,,,,,
battlegoal_hunter_desc,在當前劇本中消滅至少1個精英級別的怪物。,,,,,,,,,,,,,,,
battlegoal_indigent,兩袖清風,,,,,,,,,,,,,,,
battlegoal_indigent_desc,在當前劇本中不拾取金幣和寶箱。,,,,,,,,,,,,,,,
battlegoal_layabout,遊手好閒,,,,,,,,,,,,,,,
battlegoal_layabout_desc,在當前劇本中獲得小於等於7的經驗值。,,,,,,,,,,,,,,,
battlegoal_masochist,受虐者,,,,,,,,,,,,,,,
battlegoal_masochist_desc,在當前劇本結束時血量小於等於2。,,,,,,,,,,,,,,,
battlegoal_neutralizer,調停者,,,,,,,,,,,,,,,
battlegoal_neutralizer_desc,你或你的某一個召喚物在當前劇本的一個行動輪中觸發或拆除一個陷阱。,,,,,,,,,,,,,,,
battlegoal_opener,第一滴血,,,,,,,,,,,,,,,
battlegoal_opener_desc,成為當前劇本中第一個殺死怪物的角色。,,,,,,,,,,,,,,,
battlegoal_pacifist,和平主義,,,,,,,,,,,,,,,
battlegoal_pacifist_desc,在當前劇本中消滅怪物的數量小於等於3。,,,,,,,,,,,,,,,
battlegoal_plunderer,掠奪者,,,,,,,,,,,,,,,
battlegoal_plunderer_desc,在當前劇本中拾取1個寶箱。,,,,,,,,,,,,,,,
battlegoal_professional,職業傭兵,,,,,,,,,,,,,,,
battlegoal_professional_desc,在當前劇本中使用道具的次數大於等於你的等級加2。,,,,,,,,,,,,,,,
battlegoal_protector,保護者,,,,,,,,,,,,,,,
battlegoal_protector_desc,在當前劇本中沒有任何一名盟友精疲力竭。,,,,,,,,,,,,,,,
battlegoal_purist,苦行僧,,,,,,,,,,,,,,,
battlegoal_purist_desc,在當前劇本中不使用任何物品。,,,,,,,,,,,,,,,
battlegoal_sadist,施虐者,,,,,,,,,,,,,,,
battlegoal_sadist_desc,在當前劇本中消滅5個或以上的怪物。,,,,,,,,,,,,,,,
battlegoal_scrambler,急行軍,,,,,,,,,,,,,,,
battlegoal_scrambler_desc,在當前劇本中只進行短休息。,,,,,,,,,,,,,,,
battlegoal_straggler,殿后者,,,,,,,,,,,,,,,
battlegoal_straggler_desc,在當前劇本中只進行長休息。,,,,,,,,,,,,,,,
battlegoal_streamliner,精打細算,,,,,,,,,,,,,,,
battlegoal_streamliner_desc,在當前劇本結束時，手裡與棄牌堆裡的卡牌數量總和大於等於5。,,,,,,,,,,,,,,,
battlegoal_workhorse,博學多才,,,,,,,,,,,,,,,
battlegoal_workhorse_desc,在當前劇本中獲得13點或以上的經驗。,,,,,,,,,,,,,,,
battlegoal_zealot,狂戰士,,,,,,,,,,,,,,,
battlegoal_zealot_desc,在當前劇本結束時，手牌加上棄牌堆裡的卡牌的數量小於等於三張。,,,,,,,,,,,,,,,
beartrap,陷阱,,,,,,,,,,,,,,,
beasttyrant,獸王,,,,,,,,,,,,,,,
beasttyrant_adventure_description,超越他們基本本能的鼠人族發現，如果在荒野中的野獸身上應用他們的意念，他們會受益多多。獸王們可以聚集帶著尖牙、獸爪和禽爪的驚人的軍隊，這讓他們在戰鬥中成為強大的對手,,,,,,,,,,,,,,,
beasttyrant_difficulty,中,,,,,,,,,,,,,,,
beasttyrant_role,近戰輸出/召喚,,,,,,,,,,,,,,,
beasttyrant_strengths,"- <indent=%15>開始就有一頭強力的熊夥伴</indent>
- <indent=%15>與所有友軍召喚物合作地很好</indent>
- <indent=%15>大量群體技能</indent>",,,,,,,,,,,,,,,
beasttyrant_weaknesses,"- <indent=%15>熊精疲力盡時會很弱</indent>
- <indent=%15>應該遠離近戰肉搏</indent>
- <indent=%15>衣服上總是聞起來有股“肉味”</indent>",,,,,,,,,,,,,,,
beasttyrantbear,獸王的熊,,,,,,,,,,,,,,,
beasttyrantbear_tooltip,"<b><size=120%><sprite name=""Heal"">： {0}   <sprite name=""Move"">： {1}   <sprite name=""Attack"">： {2}   <sprite name=""Range"">： {3}</size></b>
<line-height=50%>
<line-height=100%>熊直接在獸王之前行動。
<line-height=50%>
<line-height=100%>你可以焚燒卡牌來阻止對熊的傷害。當熊的血量掉到1點以下時，它精疲力盡，不能再回到劇本中。
<line-height=50%>
<line-height=100%>獸王特有“口令”行動，它允許熊去代替獸王執行技能卡。"
berserker,狂羚戰士,,,,,,,,,,,,,,,
berserker_adventure_description,狂羚戰士們是那些已經投身於他們的力量和憤怒的羚角族戰士。狂羚戰士將會竭盡全力保護她的朋友們的安全，甚至不惜犧牲她自己的生命。她的技能圍繞著高輸出，通過自我傷害將輸出推到更高的數值。這使她成為一個極其危險的戰鬥人員，無論是對她的敵人還是她自己,,,,,,,,,,,,,,,
berserker_difficulty,高,,,,,,,,,,,,,,,
berserker_role,近戰輸出,,,,,,,,,,,,,,,
berserker_strengths,"- <indent=%15>所有最高傷害輸出角色中的一個</indent>
- <indent=%15>越瀕臨死亡越強</indent>
- <indent=%15>能站在前排吸引敵人火力</indent>",,,,,,,,,,,,,,,
berserker_weaknesses,"- <indent=%15>沒有幫助隊友的技能</indent>
- <indent=%15>控制血量很難，做不好會導致她過早死亡</indent>
- <indent=%15>情緒有憤怒管理問題</indent>",,,,,,,,,,,,,,,
blackimp,黑色小惡魔,,,,,,,,,,,,,,,
blackimpelite,黑色小惡魔精英,,,,,,,,,,,,,,,
blackrockasylum,黑石瘋人院,,,,,,,,,,,,,,,
blackrockasylum_descr,從草原隱約可見黑石瘋人院的宏偉建築，這是一座古老的野戰醫院，現在用於那些被認為無法治癒或不願治療的人。當病人進入時身上稀有的魔法物品會被征繳，他們會抽時間加高價出售這些物品。,,,,,,,,,,,,,,,
blackunicorn,黑色獨角獸,,,,,,,,,,,,,,,
bless,祝福,,,,,,,,,,,,,,,
blessshort,祝福,,,,,,,,,,,,,,,
blightedkeep,枯萎堡壘,,,,,,,,,,,,,,,
bloatedregent,攝政王行屍,,,,,,,,,,,,,,,
bloodford,血色灘,,,,,,,,,,,,,,,
bloodford_descr,魔人城戰爭中一場偉大戰役的發生地，有人說這條河每到滿月仍然是紅色的。,,,,,,,,,,,,,,,
boneranger,骷髏弓箭手,,,,,,,,,,,,,,,
bonerangerelite,骷髏弓箭手精英,,,,,,,,,,,,,,,
boneshatterpass,碎骨走廊,,,,,,,,,,,,,,,
boneshatterpass_descr,這個採石場幾乎沒有生命跡象。搖搖欲墜的舊工棚風呼嘯而過，但仍然可以購買一些舊設備。,,,,,,,,,,,,,,,
boss,Boss,,,,,,,,,,,,,,,
boss_addhexesmovedtoattackbufftext,增加暗黑騎士這一輪已經移動的格子數量用以攻擊。,,,,,,,,,,,,,,,
boss_banditcommander_special1,移動到下一個門並顯露房間,,,,,,,,,,,,,,,
boss_baseattackstrengthisequalto,基礎攻擊值等於,,,,,,,,,,,,,,,
boss_darkrider_addhexesmovedtoattack,這個 X 是黑暗騎士這一輪已經移動的格子數量,,,,,,,,,,,,,,,
boss_elderdrake_special1,飛到另一個棲息處,,,,,,,,,,,,,,,
boss_mercilessoverseer_special1,所有斥候再行動一次,,,,,,,,,,,,,,,
boss_numberofplayerspresent,傭兵加上{0}的數量,,,,,,,,,,,,,,,
boss_numberofxspresent,當前{0}的數量,,,,,,,,,,,,,,,
boss_primedemon21_special,傳送祭壇和召喚魔怪,,,,,,,,,,,,,,,
boss_thebetrayer_fear,強迫所有傭兵和他們的召喚物去先手進行<nobr>“移動<sprite name=Move> 4”</nobr>，終點盡可能的遠離暗靈叛徒。,,,,,,,,,,,,,,,
boss_thebetrayer_teleport,強迫所有的傭兵和他們的召喚物移動到最相鄰的格子，然後強迫一個傭兵代替他們的輪次執行以下行動：,,,,,,,,,,,,,,,
boss_wingedhorror_special1,孵化所有的蛋,,,,,,,,,,,,,,,
brute,蠻徒,,,,,,,,,,,,,,,
brute_adventure_description,"蠻徒利用他巨大的體型和力量去支配他巨大的劍和令人印象深刻的盾牌，受雇于向那些出價最高的人以謀生。
蠻徒們最好用作近戰部隊頂在前排吸收傷害，保護後排脆弱的遠端輸出，並最好裝備使他們長時間續命的物品！",,,,,,,,,,,,,,,
brute_description,蠻徒利用他巨大的體型和力量去支配他巨大的劍和令人印象深刻的盾牌，受雇于向那些出價最高的人以謀生。,,,,,,,,,,,,,,,
brute_difficulty,低,,,,,,,,,,,,,,,
brute_role,近戰輸出/肉盾,,,,,,,,,,,,,,,
brute_skin_alt,骷髏甲,,,,,,,,,,,,,,,
brute_strengths,"- <indent=%15>高生命值，擁有很多防禦技能</indent>
- <indent=%15>成長初期就能夠擊暈或繳械敵人</indent>
- <indent=%15>擅長利用蠻力推動敵人</indent>",,,,,,,,,,,,,,,
brute_weaknesses,"- <indent=%15>較低的機動性</indent>
- <indent=%15>可憐的攻擊範圍</indent>
- <indent=%15>不是旅行路上健談的隊友</indent>",,,,,,,,,,,,,,,
burnedtavern,燃燒酒館,,,,,,,,,,,,,,,
burnedtavern_descr,舊酒館的遺跡見證了那些快樂的時光。近年來，強盜們的掠奪以及對著南邊的石化森林裡那些不堪提及的生物窺視的視線使酒館業主們望而卻步。標牌“快樂灶爐”在微風中淒涼地吱吱作響。,,,,,,,,,,,,,,,
burningavatar,燃燒幻象,,,,,,,,,,,,,,,
campaign_achievement_townrecords_chapter_01,章節 1,,,,,,,,,,,,,,,
campaign_achievement_townrecords_chapter_01_complete,章節文本,,,,,,,,,,,,,,,
campaign_achievement_townrecords_chapter_01_desc,章節 1,,,,,,,,,,,,,,,
campaign_achievement_townrecords_chapter_02,章節 2,,,,,,,,,,,,,,,
campaign_achievement_townrecords_chapter_02_complete,章節文本,,,,,,,,,,,,,,,
campaign_achievement_townrecords_chapter_02_desc,章節 2,,,,,,,,,,,,,,,
campaign_achievement_townrecords_chapter_03,章節 3,,,,,,,,,,,,,,,
campaign_achievement_townrecords_chapter_03_complete,章節文本,,,,,,,,,,,,,,,
campaign_achievement_townrecords_chapter_03_desc,章節 3,,,,,,,,,,,,,,,
campaign_achievement_townrecords_chapter_04,章節 4,,,,,,,,,,,,,,,
campaign_achievement_townrecords_chapter_04_complete,章節文本,,,,,,,,,,,,,,,
campaign_achievement_townrecords_chapter_04_desc,章節 4,,,,,,,,,,,,,,,
campaign_achievement_townrecords_chapter_05,章節 5,,,,,,,,,,,,,,,
campaign_achievement_townrecords_chapter_05_complete,章節文本,,,,,,,,,,,,,,,
campaign_achievement_townrecords_chapter_05_desc,章節 5,,,,,,,,,,,,,,,
campaign_achievement_townrecords_chapter_06,章節 6,,,,,,,,,,,,,,,
campaign_achievement_townrecords_chapter_06_complete,章節文本,,,,,,,,,,,,,,,
campaign_achievement_townrecords_chapter_06_desc,章節 6,,,,,,,,,,,,,,,
campaign_achievement_townrecords_chapter_07,章節 7,,,,,,,,,,,,,,,
campaign_achievement_townrecords_chapter_07_complete,章節文本,,,,,,,,,,,,,,,
campaign_achievement_townrecords_chapter_07_desc,章節 7,,,,,,,,,,,,,,,
campaign_achievement_townrecords_chapter_08,章節 8,,,,,,,,,,,,,,,
campaign_achievement_townrecords_chapter_08_complete,章節文本,,,,,,,,,,,,,,,
campaign_achievement_townrecords_chapter_08_desc,章節 8,,,,,,,,,,,,,,,
campaign_achievement_townrecords_chapter_09,章節 9,,,,,,,,,,,,,,,
campaign_achievement_townrecords_chapter_09_complete,章節文本,,,,,,,,,,,,,,,
campaign_achievement_townrecords_chapter_09_desc,章節 9,,,,,,,,,,,,,,,
campaign_siegecannon,如果一名弓箭手到達大炮後面的三個格子，它就會開火，傷害所有大炮前面三排格子的傭兵和他們的召喚物。,,,,,,,,,,,,,,,
cancel_button,取消,,,,,,,,,,,,,,,
captainoftheguard,守衛官,,,,,,,,,,,,,,,
captive,俘虜,,,,,,,,,,,,,,,
card,卡牌,,,,,,,,,,,,,,,
cavebear,洞穴熊,,,,,,,,,,,,,,,
cavebearelite,【精英】洞穴熊,,,,,,,,,,,,,,,
chest,寶箱,,,,,,,,,,,,,,,
cityarcher,城鎮弓箭手,,,,,,,,,,,,,,,
cityarcherelite,【精英】城鎮弓箭手,,,,,,,,,,,,,,,
cityguard,城鎮守衛,,,,,,,,,,,,,,,
cityguardelite,【精英】城鎮守衛,,,,,,,,,,,,,,,
closed_door_tooltip,關閉的門,,,,,,,,,,,,,,,
combat_log_action_skipped,{0}跳過{1}行動,,,,,,,,,,,,,,,
combat_log_activate_carryable_quest_item,{0}撿起了{1},,,,,,,,,,,,,,,
combat_log_activate_chestdamage,{0}打開{1}並受到{2}點傷害,,,,,,,,,,,,,,,
combat_log_activate_hazardous_terrain,{0}走進{1}並受到{2}點傷害,,,,,,,,,,,,,,,
combat_log_activate_trap,{0}啟動{1}並受到{2}點傷害,,,,,,,,,,,,,,,
combat_log_active_ability,{0}獲得啟動技能：{1},,,,,,,,,,,,,,,
combat_log_actor_die,{0}死亡,,,,,,,,,,,,,,,
combat_log_actor_escape,{0}逃脫,,,,,,,,,,,,,,,
combat_log_actor_exhausted,{0} is exhausted,,,,,,,,,,,,,,,
combat_log_actor_exhausted_lackofcards,{0} is exhausted due to lack of available Ability Cards,,,,,,,,,,,,,,,
combat_log_add_target,附加{0}個額外的目標到本次攻擊中,,,,,,,,,,,,,,,
